breed,color,dogName,zip
MIXED,BLACK WITH WHITE,LADY,15216
BOXER,BROWN,KAKASHI,15071
BEAGLE MIX,WHITE/BLACK/BROWN,BUSTER,15108
GER SHEPHERD MIX,WHITE/BLACK/BROWN,BAILEE,15234
MALTESE MIX,WHITE/BLACK,BAILEY,15146
CAV KING CHAR SPANI,WHITE/BLACK/BROWN,GINGER,15227
PUG,BLACK,FRIDAY,15139
MIXED,BLACK,RUPAW,15202
MIXED,BLACK/TAN,TRIPP,15236
BULLDOG,SPOTTED,LILLY,15126
MIXED,WHITE/BROWN,AUTUMN,15090
GER SHEPHERD,BLACK/RED,ROSIE,15116
MIXED,BROWN,NITTANY,15228
YORKSHIRE TERRIER,BLACK/TAN,BENJI,15147
MIXED,SPOTTED,BB,15238
WELSH CORGI PEMBROK,BROWN,JUNIOR,15238
MIXED,BROWN,BONNIE,15238
BERNESE MTN DOG,BLACK,LUCILLE,15238
LAB MIX,WHITE/BROWN,BELLA,15212
TERRIER MIX,WHITE/BROWN,GRACIE,15136
YORKSHIRE TERR MIX,TAN,JAX,15144
FRENCH BULLDOG,WHITE/BLACK,SPIKE,15237
YORKSHIRE TERR MIX,BROWN,MINDY,15145
DOBERMAN PINSCHER,BLACK/TAN,JAX,15237
DOBERMAN PINSCHER,BLACK/TAN,JAX,15237
ENG BULLDOG,WHITE/BROWN,ROSIE,15241
LAB MIX,BLACK,DIESEL,15084
GER SHEPHERD MIX,BLACK,ISAIAH (ORANGE),15129
AUS SHEPHERD,WHITE/BLACK/BROWN,SHELBY (PUFFIE),15129
LABRADOR RETRIEVER,BLONDE,SIMON,15017
BICHON FRISE,WHITE,SIMON SNOW,15143
TERRIER MIX,WHITE/BROWN,SMOKEY,15239
COCKER SPANIEL,TAN,ELLA,15102
BOXER,BROWN,DUNKIN,15238
COCKER SPANIEL,FAWN,TILLY,15102
GER SHEPHERD,BLACK/BROWN,LUKE,15102
DACHSHUND,BLACK,TINKERBELLE,15044
SHETLAND SHEEPDOG,FAWN,BETSY,15025
BOXER,BRINDLE,ABBY,15068
SIB HUSKY,WHITE/GREY,ATHENA,15136
AIREDALE TERRIER,BLACK/BROWN,COSMO KING,15146
LABRADOR RETRIEVER,WHITE,SADIE,15228
GER SHEPHERD MIX,WHITE,DEXTER,15144
MIXED,BLACK,PIPER,15116
BOXER,BRINDLE,BRUTUS,15228
GOLDEN RETRIEVER,BROWN,LEN,15209
GOLDEN RETRIEVER,WHITE,RAY,15209
MIXED,WHITE/BROWN,TINK,15120
SCHNAUZER GIANT,WHITE,LILY,15227
SHIH TZU,LIVER,JYPSIE,15235
DACHSHUND,BLACK/BROWN,SYDNEY,15146
GER SHEPHERD,BLACK/BROWN,CINNAMON,15146
ENG BULLDOG,BROWN,TANK,15227
ROTTWEILER,TAN,CHARLOTTE,15090
ROTTWEILER,BLACK,TYSON,15090
TAG,BLACK,CAPTAIN,15065
COCKER SPANIEL,BROWN,ROSALEE,15236
LAB MIX,YELLOW,CHLOE,15090
AM PITT BULL MIX,BROWN,BUDDY,15045
BOXER,BROWN,COOPER,15101
GER SHEPHERD MIX,WHITE/BROWN,DUCHESS,15135
LAB MIX,BROWN,CLARENCE,15139
BORD COLLIE,WHITE/BROWN,PEPSI CAPTAIN AMERICA,15218
YORKSHIRE TERRIER,BLACK/BROWN,BENTLEY,15129
PLOTT HOUND,BRINDLE,BAXTER,15145
MALTESE MIX,WHITE/TAN,BELLA,15025
TAG,MULTI,CALLI,15132
GOLDENDOODLE,TAN,CARMELO,15801
SHIH TZU,BLACK/BROWN,KRYPTO,15332
BEAGLE MIX,WHITE/TAN,DUKE,15220
GOLDEN RETRIEVER,BLONDE,ELLIE,15044
ROTTWEILER,BLACK/TAN,KATIE BEAR,15051
GER SHEPHERD,BLACK/TAN,KY,15237
MORKIE,BLACK/TAN,LACIE,15137
CHIHUAHUA MIX,BLACK/BROWN,LILY,15239
BEAGLE MIX,BLACK,OLLIE,15145
POMERANIAN,SABLE,SPARTICUS,15146
POMERANIAN,SABLE,SPARTICUS,15146
GOLDEN RETRIEVER,TAN,SUGAR,15237
TAG,WHITE,TARR,15132
BEAGLE,BLACK/TAN/WHITE,TRAPPER,15084
ROTTWEILER MIX,BLACK/BROWN,DIZZY,15116
BEAGLE MIX,BROWN,PEANUT,15122
LAB MIX,BRINDLE,ROSIE,15017
AM WATER SPANIEL,BROWN,EMMY,15101
LABRADOR RETRIEVER,BLACK,LIBBY,15116
CHIHUAHUA,BLACK/FAWN,EMMA,15137
MIXED,RED,NAKITA,15237
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,BAILEY,15205
GER SHEPHERD MIX,OTHER,CHARLIE,15063
SIB HUSKY MIX,OTHER,CYNTHIA,15234
MALTESE,WHITE,KOBE,15216
AM BULLDOG,SPOTTED,MISS LIBERTY,15235
BORD COLLIE,BLACK,ECHO,15227
ENG BULLDOG,WHITE/BROWN,KELSEY,15147
GOLDEN RETRIEV MIX,WHITE/BROWN,ANGEL,15030
AM PITT BULL MIX,BROWN,HARPER,15241
DACHSHUND,BLACK,BUSTER,15026
MIXED,WHITE,LILEE,15090
ROTTWEILER,WHITE/BROWN,LITTLE BEAR,15145
MIXED,BLACK WITH WHITE,MIA,15146
WEIMARANER,GREY,TOBIN,15215
CAV KING CHAR SPANI,WHITE/RED,ABBY,15017
AM PIT BULL TERRIER,BLUE,OLLIE,15101
CHIHUAHUA MIX,BLACK,PEANUT,15238
MIXED,BROWN,MARLEY,15122
BEAGLE,WHITE/BLACK/BROWN,MURPHY,15133
W HGHLND WH TERRIER,WHITE,HOAGIE,15218
MIXED,BROWN,LUNA,15146
LABRADOR RETRIEVER,YELLOW,BENNY,15116
POODLE TOY,BROWN,BUDDY,15037
HAVANESE,BLACK WITH WHITE,ABBEY,15143
SHETLAND SHEEPDOG,SABLE,BANDIT,15235
ENGLISH MASTIFF,FAWN,GRACIE,15239
MIXED,BROWN,COOPER,15120
NEWFOUNDLAND,BLACK,D,15140
MIXED,BROWN,MADDI,15120
GOLDEN RETRIEVER,GOLD,COOPER,15209
GOLDEN RETRIEVER,GOLD,COOPER,15209
CHIHUAHUA,BLACK,CHARLIE BROWN,15063
SIB HUSKY MIX,YELLOW,LUCKY,15084
FRENCH BULLDOG,BROWN,BUDDY,15071
GOLDEN RETRIEVER,GOLD,BAILEY,15221
TAG,BROWN,CALVIN,15122
BULLMASTIFF,BRINDLE,ECHO,15090
SHETLAND SHEEPDOG,MULTI,STORMY,15205
BEAGLE,SPOTTED,BAILEY,15136
SHIH TZU,SPOTTED,DIXON,15026
BEAGLE,WHITE/BLACK/BROWN,HONEY,15037
MAREMMA ABBRUZE,WHITE,JASPER,15108
BORD COLLIE,WHITE/BROWN,KYLIE,15122
BOXER,BLACK/BROWN,WILLOW,15037
COTON DE TULEAR,WHITE/BLACK,MILO,15239
COCKAPOO,BLACK,QUIN,15241
LAB MIX,BLACK/BROWN,WILLIE,15108
MIXED,SPOTTED,CHLOE,15046
BOSTON TERRIER,WHITE/BLACK,JACKSON,15235
GOLDEN RETRIEVER,GOLD,KALI,15238
LAB MIX,FAWN,MACK,15238
LABRADOR RETRIEVER,BROWN,MOOSE,15237
LAB MIX,WHITE/BROWN,ROCKY,15102
AM PITT BULL MIX,GREY,BLUE,15234
AUS SHEPHERD,SPOTTED,TRIXIE,15237
BEAGLE MIX,BROWN,ZOEY,15126
TAG,BROWN,JAZZ,15126
BISHON FRISE MIX,WHITE,PEACHES,15090
YORKSHIRE TERRIER,BLACK/GREY,JASPER,15202
ENG SPRINGER SPANIE,SPOTTED,WILLA,15120
ENG SPRINGER SPANIE,SPOTTED,WILLA,15120
MIXED,BROWN,TRINA,15102
MIXED,WHITE/BLACK,CHLOE,15236
GREYHOUND,BLACK,HUSH,15238
GREYHOUND,BLACK,HUSH,15238
BULLDOG,TRI-COLOR,BENSON,15239
GER SHEPHERD,BLACK/BROWN/TAN,DIO JAMES GARA,15101
MIXED,WHITE,TESSA,15108
GER SHEPHERD,BLACK/TAN,NICO,15116
LABRADOR RETRIEVER,BROWN,BLUE,15228
MIXED,BLACK,BUBBA,15133
LABRADOR RETRIEVER,BROWN,STELLA ANN,15102
CHIHUAHUA MIX,TAN,CHI CHI,15142
CHOW CHOW,WHITE,SNOWFLAKE,15133
BULLDOG,BROWN,MESS,15136
BULLDOG,BROWN,MESS,15136
SCHNOODLE,WHITE,STELLA MAY ROTH,15215
BEAGLE,WHITE/BLACK/BROWN,ROSIE,15108
BASSET HOUND,WHITE/YELLOW,BRUTUS,15037
MIXED,BLACK/BROWN,PEANUT,15108
MALTESE,WHITE,MADDEN,15241
GER SHEPHERD MIX,TAN,BAILEY,15205
ROTTWEILER,BLACK/BROWN,MAGGIE MAY,15145
COLLIE MIX,BLACK,HERSHEY,15235
BEAGLE,WHITE/BLACK/BROWN,CODY,15147
BEAGLE,TRI-COLOR,WINIFRED,15205
GOLDEN RETRIEVER,BROWN,BUDDY,15090
BASSET HOUND,WHITE/YELLOW,LILY,15037
BASSET HOUND,WHITE/YELLOW,LILY,15037
BASSET HOUND,WHITE/RED,RUBY,15037
BASSET HOUND,WHITE/BROWN,DRUM,15037
BASSET HOUND,WHITE/BROWN,RILEY,15037
PUG,WHITE/BROWN,VITO,15221
COCKER SPANIEL MIX,BROWN,CODY,15143
MIXED,WHITE/BROWN,HAMMY,15044
SHIH TZU,WHITE/BLACK,OREO,15126
BOXER,BROWN,PENNY,15229
WELSH CORGI PEMBROK,WHITE/BROWN,JUNIOR,15037
BOSTON TERRIER,BRINDLE,TOBY,15122
LABRADOR RETRIEVER,BLACK,BOGART,15236
AM PIT BULL TERRIER,TAN,DOBBY,15136
TAG,SPOTTED,RANGER,15223
MIXED,BLACK,ROMEO,15102
WHIPPET,BRINDLE,BAILEY,15129
AM PIT BULL TERRIER,BRINDLE,MOSES,15148
MIXED,BLACK WITH WHITE,FINNEGAN,15202
TAG,BRINDLE,ARI O'BRIEN,15106
LABRADOR RETRIEVER,BROWN,BELLA,15227
BEAGLE MIX,WHITE/BLACK,DUKE,15236
MALTI-POO,TAN,GIDGET,15131
SHIH TZU MIX,WHITE/BLACK,GIZMO,15236
BICHON FRISE,WHITE,LILY,15227
GER SHEPHERD MIX,BLACK/BROWN,LOUIE,15101
GOLDEN RETRIEVER,BROWN,LUCY,15241
BEAGLE,BLACK/BROWN,MAX,15101
TAG,BLACK/TAN,MOCHA,15228
CATAHOULA LEOPARD D,SPOTTED,MOLLY,15227
SCHNAUZER MIN,BLACK,OTTO GRAZIANI,15126
TERRIER MIX,BRINDLE,SAM,15025
BEAGLE MIX,BLACK/BROWN,WESLEY,15025
LAB MIX,BLACK,BAILEY,15024
PEKINGESE,TAN,BRIDGETTE,15132
LAB MIX,BLACK,BUDDY,15132
LAB MIX,YELLOW,EKKO,15122
GOLDENDOODLE,GOLD,LEO,15131
JACK RUSSEL TERRIER,WHITE,MARLEY,15243
ENG SPRINGER SPANIE,BLACK WITH WHITE,THOR,15237
GOLDEN RETRIEVER,GOLD,FARLEY,15108
BOXER,WHITE/BLACK,JAX,15084
BOXER,BROWN,MIDAS,15235
PARSON RUSSELL TERR,WHITE/BROWN,GENO,15140
SHIH TZU,BROWN,MARLEY,15236
BISHON FRISE MIX,WHITE/TAN,CHIPS,15122
LAB MIX,BLACK/BROWN,JAXSON,15037
GER SHEPHERD,TAN,JACQUELINE,15037
BULLDOG,WHITE/RED,MILO,15006
TEDDY ROOSE TERRIER,BROWN,STELLA ROSE,15232
LABRADOR RETRIEVER,BROWN,LUKE,15017
YORKSHIRE TERRIER,BLACK/BROWN/GREY,SAMMI,15236
ENG BULLDOG,WHITE/BROWN,BAILEY,15202
LABRADOR RETRIEVER,BROWN,DUKE,15236
MIXED,TRI-COLOR,BRIX,15063
LAB MIX,BROWN,SCRUFFY,15044
PEEKAPOO,BLACK/BROWN/TAN,PARKER,15237
BEAGLE,WHITE/BLACK/BROWN,DOLLY,15202
MIXED,WHITE/BLACK,JOSIE,15126
GER SHEPHERD,BLACK/BROWN,AXEL,15046
DACHSHUND,RED,ELVIS,15229
GOLDEN RETRIEVER,GOLD,TUCKER,15090
BEAGLE MIX,WHITE/BLACK,BETSY,15065
CHIHUAHUA,SPOTTED,PEANUT,15046
GER SHEPHERD,MULTI,SOPHIA METZ,15046
IBIZAN HOUND MIX,WHITE/RED,AKIL,15235
MIXED,RED,BOOMER,15234
BOLOGNESE,WHITE,FARGO,15238
SHIH TZU,SPOTTED,ANNIE,15214
MALTESE,WHITE,MISSY,15145
GOLDENDOODLE,APRICOT,GUCCI,15044
LABRADOODLE,APRICOT,SCRUFFY,15238
BEAGLE MIX,SPOTTED,LUCKY,15243
GOLDEN RETRIEVER,GOLD,PORTIA,15015
SHIH TZU,WHITE/TAN,LEVI,15239
SHIH TZU,WHITE/TAN,LACI,15239
AM PITT BULL MIX,BLACK,JACK,15237
MIXED,BROWN,MATILDA,15221
BEAGLE MIX,MULTI,HANK,15044
ENG SETTER,SPOTTED,LITTLE ROCK,15063
ENG SETTER,SPOTTED,LITTLE ROCK,15063
ENG POINTER,SPOTTED,LADY,15063
ENG POINTER,SPOTTED,LADY,15063
AM PIT BULL TERRIER,BRINDLE,DEISAL,15235
POMERANIAN,WHITE/BROWN,PAPA G,15235
BOXER,BRINDLE,HUNTER,15236
AM PIT BULL TERRIER,WHITE/BLACK,LEXI,15049
MIXED,WHITE/BROWN,DOG,15227
COTON DE TULEAR,WHITE,LOUIE,15090
MIXED,BROWN,WALLY,15116
MIXED,BROWN,WALLY,15116
MIXED,WHITE/BROWN,TITO,15145
YORKSHIRE TERRIER,WHITE/BLACK/BROWN,MINNIE,15332
YORKSHIRE TERRIER,WHITE/BLACK/BROWN,MINNIE,15332
MIXED,FAWN,ROCKY,15084
LAB MIX,WHITE/BLACK,TUCKER,15235
MIXED,BROWN,HARVEY,15084
LAB MIX,BROWN,FINNY,15090
SHIH TZU,WHITE/BROWN,LUCY,15106
VIZSLA,BROWN,COOPER,15101
SHIBA INU,BLACK/TAN,EMI,15037
PEKINGESE,BLACK/BROWN,LEVI,15229
CHIHUAHUA MIX,BLACK/BROWN/TAN,CHARLOTTE,15220
TERRIER MIX,BROWN,JACKSON,15102
ENG SPRINGER SPANIE,BLACK WITH WHITE,QUILBERT JONES,15126
SHIH TZU,BLACK,ROSIE,15143
GOLDEN RETRIEVER,GOLD,ROONEY,15218
LABRADOR RETRIEVER,YELLOW,CASEY,15228
LABRADOR RETRIEVER,YELLOW,CASEY,15228
SHIH TZU,BLACK,RILEY,15227
MIXED,BLONDE,JJ JACKSON,15216
NEWFOUNDLAND,BLACK,BEAU,15237
MALTESE,WHITE,ELIZABETH,15239
CAIRN TERRIER,BLONDE,LULU,15238
CAV KING CHAR SPANI,WHITE/LIVER,SARRIS,15237
LABRADOR RETRIEVER,BROWN,FINIAN,15136
POODLE STANDARD,BLACK,SIDNEY ROYCROFT,15221
POODLE STANDARD,BLACK,GENO ROYCROFT,15221
YORKSHIRE TERR MIX,BROWN,FAWN,15235
PUGGLE,TAN,BELLA ANN,15106
MIXED,WHITE/BLACK,REGGIE,15106
LABRADOR RETRIEVER,BLACK,KEEKEE,15147
GREAT DANE,BLACK,MELINA,15108
LAB MIX,BLACK,MOLLY,15205
TAG,BLACK,RILEY,15214
ENG COONHOUND,RED,STORM,15044
AM PIT BULL TERRIER,WHITE,MOKA,15044
BOXER,BROWN,DEUCE,15084
TERRIER MIX,BLACK,SUGAR,15122
TERRIER MIX,BLACK,BLAZE DOLNEY,15122
LABRADOR RETRIEVER,BLACK,BUDDY,15225
LABRADOR RETRIEVER,BLACK,BELLA,15225
LAB MIX,WHITE/BLACK,ROCKO,15024
LAB MIX,WHITE/BLACK,ROCKO,15024
TAG,SPOTTED,DAISY MASI,15223
LAB MIX,SPOTTED,CHARLOTTE,15017
AM PITT BULL MIX,BRINDLE,NOELLE,15225
LABRADOR RETRIEVER,YELLOW,BUDDY,15216
BEAGLE MIX,TRI-COLOR,EMME,15228
SHIH TZU,BROWN,MARTY,15146
TAG,BLACK/TAN,COZMO,15146
BEAGLE,WHITE/BLACK/BROWN,REESE,15139
MIXED,BLACK WITH WHITE,OTIS,15102
MIXED,BLACK WITH WHITE,OTIS,15102
YORKSHIRE TERRIER,BEIGE,TEACUP,15226
COLLIE,WHITE/TAN,SHAMUS,15229
GOLDEN RETRIEVER,TAN,HEATH,15236
BEAGLE,WHITE/BLACK/BROWN,IZZY,15065
LABRADOR RETRIEVER,BLACK,MAGGIE,15202
YORKSHIRE TERRIER,BLACK/TAN,MAJOR,15136
CHIHUAHUA,GOLD,GRACIE,15221
RAT TERRIER,WHITE,PRETTY GIRL,15218
ENG FOXHOUND,SPOTTED,TACKFUL,15116
AM PITT BULL MIX,BLACK,PIXIE,15243
GER SHEPHERD,BLACK/BROWN,KODA,15122
SHIH TZU MIX,BLACK,GUNTHER,15205
LAB MIX,WHITE/BROWN,ROXY,15205
AM PIT BULL TERRIER,BRINDLE,LENNY,15145
DACHSHUND,BLACK/BROWN,MADDIE,15147
DACHSHUND,BLACK/BROWN,MADDIE,15147
BEAGLE,MULTI,DIXIE,15024
GER SHEPHERD,BLACK/TAN,ELEKTRA,15214
DACHSHUND MIX,BLACK/TAN,ARIEL,15132
BEAGLE MIX,BLACK/BROWN,BAXTER,15116
BEAGLE MIX,BLACK/BROWN,BAXTER,15116
WELSH CORGI PEMBROK,RED,DAISY,15143
FRENCH BULLDOG,WHITE,KARMA,15216
HAVANESE,WHITE/BLACK,LAYLA,15243
BOXER,FAWN,ROXY,15237
WEIMARANER,BLACK,HARPER,15122
YORKSHIRE TERRIER,GREY,REESE,15090
TAG,BLACK/BROWN,TOBY,15237
GOLDEN RETRIEVER,WHITE,MICKEY,15116
ROTTWEILER,TRI-COLOR,BERNIE,15202
AM PITT BULL MIX,BROWN,TYRION PITTISTER,15044
MIXED,WHITE,BUDDY,15228
MIXED,BROWN,HEIDI,15146
AUS SHEPHERD,RED,CHARLIE,15084
COLLIE MIX,BLACK,CHESNEY,15133
MIXED,WHITE/BLACK/BROWN,GUNNER,15137
CHIHUAHUA MIX,BROWN/TAN,MACK,15205
LABRADOR RETRIEVER,BLACK,ATTICUS,15044
GER SHEPHERD,BLACK/TAN,BASKAR FUNK,15238
SIB HUSKY,WHITE/BLACK,BLUE,15218
CHIHUAHUA MIX,TAN,DAISY,15136
LABRADOODLE,RED,GEMMA,15237
FRENCH BULLDOG,WHITE/BLACK,GRAVY,15228
TAG,CREAM,LADY,15129
POODLE MIX,APRICOT,MURPHY,15108
TAG,CINNAMON,PUPPY,15129
HAVANESE,WHITE/BLACK/BROWN,ROCKY,15238
BISHON FRISE MIX,WHITE/APRICOT,SNOOPY,15129
DACHSHUND,BLACK/BROWN,WINNIE,15146
YORKSHIRE TERRIER,WHITE/GREY,BELLA,15234
TAG,WHITE,DEXTER,15221
BOXER,WHITE/BLACK,CISCO,15234
MIXED,WHITE/TAN,LUNA,15101
PUG,BROWN,EMMY,15101
GOLDEN RETRIEVER,BROWN,NITRO,15135
GOLDEN RETRIEVER,BROWN,NITRO,15135
ENG COCKER SPANIEL,BLUE,FREDDIE,15063
DOBERMAN PINSCHER,BLACK/TAN,KURT,15063
PAPILLON,WHITE/BLACK,JACK,15147
MIXED,TAN,NONI,15147
YORKSHIRE TERR MIX,SPOTTED,CAPONE,15065
MIXED,BROWN,AUGUST,15045
AM PITT BULL MIX,BLACK,MONSTER,15110
GER SHEPHERD MIX,WHITE/BLACK/BROWN,CODE BLUE,15110
BEAGLE,WHITE/BLACK,MARTIN,15045
BEAGLE,BLACK/BROWN,LUKE,15045
MIXED,BROWN,BRODIE,15025
ENG BULLDOG,BRINDLE,SKYLA,15243
MIXED,BLACK/BROWN,ROCKO,15234
MIXED,WHITE/TAN,NIKO,15071
GOLDEN RETRIEVER,GOLD,FLYNN,15044
GOLDEN RETRIEVER,WHITE,MACKIE,15101
PUG,BLACK,ROCKY WILES,15236
MIXED,BLACK/BROWN,NAKIA ARENDOSH,15044
MIXED,BROWN,SASHA ARENDOSH,15044
GER SHEPHERD,BLACK/BROWN,SAMPSON,15205
AM PIT BULL TERRIER,BROWN,SHILOH,15014
LAB MIX,YELLOW,STEWIE,15227
LAB MIX,BROWN,KEVIN,15227
AM PIT BULL TERRIER,BROWN,SAGE,15120
GREAT PYRENEES,WHITE,MILLIE,15101
MALTESE,WHITE,GIZMO,15126
AKITA,BLACK/TAN/WHITE,JADA,15220
WEIMARANER,GREY,LUCY CARTER,15044
LABRADOODLE,BROWN,SAMWELL,15215
GOLDENDOODLE,BLONDE,JOEY,15234
GER SHEPHERD,SABLE,BABY GIRL NOEL,15071
POMERANIAN MIX,BROWN,TEDDY ALBA,15206
SHIH TZU,BLACK/TAN,COSMO,15239
ENG BULLDOG,BRINDLE,MIA,15106
CHIHUAHUA MIX,RED/BROWN,DUSTY,15110
MIXED,BROWN,EMMETT,15237
GER SHEPHERD,BLACK/BROWN,DALLAS,15024
YORKSHIRE TERRIER,BLACK/TAN,RILEY,15065
YORKSHIRE TERRIER,BLACK/TAN,RILEY,15065
LAB MIX,BLACK,BLAZE,15237
GREAT DANE,BLUE,MARLEY,15237
GREAT DANE,BLUE,MAX,15237
BICHON FRISE,WHITE,WILLOW,15202
BELG SHEPHERD,BLACK,JAKE,15218
LAB MIX,YELLOW,CHOPPER,15068
MIXED,BLACK,MURRAY,15068
TERRIER MIX,BROWN,DAISY,15068
CHIHUAHUA,TAN,BRO,15236
KARELIAN BEAR DOG,WHITE/BLACK,BUSTER,15236
RETRIEVER MIX,BLACK,HEIDI,15215
BEAGLE,MULTI,HUNTER,15122
LABRADOR RETRIEVER,YELLOW,MAVIS JOY,15228
ENG BULLDOG,WHITE/BROWN,OSCAR,15205
YORKSHIRE TERR MIX,WHITE/BROWN,ROGI,15108
TAG,TAN,RUFUS,15017
HAVANESE,WHITE/TAN,SASSY,15108
MALTESE,WHITE,SNOWBALL,15108
GREAT DANE,OTHER,BOONE,15215
DACHSHUND,BLACK,HARVEY,15236
BLUE HEELER,WHITE/BLACK,BRITT,16046
LABRADOR RETRIEVER,CHOCOLATE,DIESEL,15049
LABRADOR RETRIEVER,YELLOW,MAX,15126
LAB MIX,BROWN,BANDIT,15146
BISHON FRISE MIX,WHITE,JJ,15090
LAB MIX,WHITE/TAN,JAKE,15090
TERRIER MIX,FAWN,TOBY,15090
CHOW CHOW MIX,FAWN,ANNIE,15090
SHIH TZU MIX,WHITE,BENNY,15101
ENG BULLDOG,OTHER,RUCKUS,15071
AM PIT BULL TERRIER,BLACK WITH WHITE,BEEF CAKE,15209
GER SHEPHERD MIX,BLACK,HOLLY,15235
NEWFOUNDLAND,BLACK,BALOO,15065
OLD ENG SHEEPDOG,WHITE/BLACK,GRACIE ANN,15147
OLD ENG SHEEPDOG,WHITE/BLACK,EMILY MAE,15147
POODLE TOY,WHITE,PEARL,15090
GREAT DANE,WHITE/BLACK,AVA,15108
LABRADOR RETRIEVER,BLACK,BOOMER,15215
BICHON FRISE,WHITE,BUSTER,15143
GER SHEPHERD,BLACK/TAN,ECHO,15202
TAG,GOLD,GUS-GUS,15146
BICHON FRISE,WHITE,LINUS,15143
GER SHEPHERD,SABLE,MITZIE POLK,15065
CHIHUAHUA,TAN,ROXY,15202
GOLDENDOODLE,GOLD,SIMBA,15146
BICHON FRISE,WHITE,SPIKE,15143
DACHSHUND,RED,RUBY,15202
GER SHEPHERD,BLACK/BROWN,LUCCA,15215
CHIHUAHUA,BLACK,BELLA,15227
SCHNAUZER MIN,BLACK,SCHULTZ,15236
HALLS HEELER,WHITE/BROWN,EINSTEIN,15090
BEAGLE,WHITE/BLACK/BROWN,ROSCO,15144
BEAGLE,WHITE/BLACK/BROWN,BAILEY,15024
LAB MIX,BLACK,BUD,15144
MIXED,WHITE/BLACK/BROWN,HOLLY,15237
SHIH TZU,SPOTTED,ROSCO,15145
YORKSHIRE TERR MIX,BLACK,BUDDY,15145
BLACKMOUTH CUR,BROWN,CHARLIE,15227
BOXER,BROWN,SOPHIE,15227
AM PITT BULL MIX,TAN,DUKE,15025
AM PITT BULL MIX,BLACK WITH WHITE,SMOKEY,15025
GER SHEPHERD,BLACK/TAN,ATHENA VON WEISTER,15102
GER SHEPHERD,BLACK/TAN,ATHENA VON WEISTER,15102
JACK RUSSEL TERRIER,WHITE/BROWN,BELLA,15135
PUG,FAWN,CLARENCE,15071
GER SHEPHERD,BLACK/BROWN,BEAST,15065
GOLDEN RETRIEVER,GOLD,BELLA,15137
TAG,BLACK/BROWN,SPARKY,15057
MALTESE,WHITE,WILLIE,15146
MALTESE,WHITE,WILLIE,15146
LABRADOR RETRIEVER,YELLOW,SIDNEY,15122
GREAT PYRENEES,WHITE,PATRON,15108
GREAT PYRENEES,WHITE,SCARLETT,15108
AUS SHEPHERD,BLACK,SCANDALS,15108
AUS SHEPHERD,BLACK,SCANDALS,15108
GER SHEPHERD,RED/BROWN,SHANA,15084
MIXED,BRINDLE,TEENY,15235
MIXED,BLACK,MILLIE,15221
AM PIT BULL TERRIER,WHITE,SNOWY,15122
AM PIT BULL TERRIER,TAN,CHIP,15122
AM PIT BULL TERRIER,BROWN,CHLOE,15122
GER SHEPHERD,BLACK/BROWN,FETYLS,15237
POODLE MIX,BLACK,HENDRIX,15239
GOLDENDOODLE,YELLOW,DUBLIN,15102
BULLMASTIFF,BROWN,CLYDE,15102
LAB MIX,BRINDLE,BELLA,15017
CHIHUAHUA,WHITE/BLACK,PEEWEE,15065
PEEKAPOO,WHITE/BLACK,ROCKO,15108
PEEKAPOO,WHITE/BLACK,ROCKO,15108
TAG,WHITE/BLACK,BOBDOG,15218
POODLE TOY,WHITE,COCO,15235
PUG,BLACK,DIENSTAG,15218
ENGLISH MASTIFF,FAWN,HARLEY,15237
TAG,BRINDLE,LEO,15241
CHIHUAHUA,WHITE/TAN,NENA,15025
AM PIT BULL TERRIER,BRINDLE,PEANUT,15144
AM PIT BULL TERRIER,BRINDLE,PEANUT,15144
DACHSHUND,BLACK/TAN,PENNY,15202
TAG,WHITE/TAN,POPSY,15144
TAG,WHITE/TAN,POPSY,15144
ENG BULLDOG,WHITE/BRINDLE,PORTER,15238
BEAGLE MIX,BLACK/BROWN,SHREDDER,15202
LAB MIX,YELLOW,SPIKE,15238
BULLMASTIFF,BLACK,ANUBIS,15082
BULLMASTIFF,BLACK,ANUBIS,15082
ENG COCKER SPANIEL,WHITE/BLACK,FREDDIE,15237
LAB MIX,BLACK,COCO,15239
BEAGLE MIX,BROWN,MUFFIN,15235
BERNESE MTN DOG,WHITE/BLACK/BROWN,KUMA,15218
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,SONNY,15020
PORTUGESE WATER DOG,WHITE/BLACK,CARRIE,15143
COCKAPOO,BLACK WITH WHITE,LILY,15237
ROTTWEILER,BLACK/BROWN,FRANK,15116
DACHSHUND,RED,RICHIE,15112
GREAT PYRENEES,WHITE,JASPER,15236
FRENCH BULLDOG,BRINDLE,CRUZ ANTHONY,15236
ENG BULLDOG,BRINDLE,FRIDA,15243
GER SHEPHERD MIX,SABLE,LEXI,15147
MIXED,BLACK,GINGER,15229
LAB MIX,BLACK,SADIE,15146
COCKAPOO,WHITE,PIPER,15108
YORKSHIRE TERRIER,BLACK/TAN,MAXIMUS,15235
BOXER MIX,BRINDLE,ROCCO,15227
BLOODHOUND,BROWN,RANGER,15122
MIXED,WHITE/BLACK,BELLA,15136
MIXED,WHITE/BROWN,BELLA,15065
LAB MIX,BLACK/BROWN,HAZEL,15209
GOLDENDOODLE,BROWN,CLARK,15017
LAB MIX,BROWN,MAYA,15209
LAB MIX,BLACK,CERVELLI,15133
