breed,color,dogName,zip
SHIH TZU,WHITE/BLACK,SPUNKY,15236
JACK RUSSEL TERRIER,SPOTTED,GINGER,15228
SFT COAT WHEAT TERR,WHEATON,ROYSTER,15143
TAG,WHITE/BLACK,SCUTTLE,15102
AM PIT BULL TERRIER,WHITE/BRINDLE,HARLEY,15025
GREAT PYRENEES,WHITE,GABRIELLA,15237
LAB MIX,BLACK,BLOSSOM,15137
YORKSHIRE TERR MIX,BLACK/BROWN/GREY,COCHISE,15236
YORKSHIRE TERR MIX,BLACK/BROWN/GREY,CRAZY HORSE,15236
LAB MIX,GOLD,MAX,15137
LABRADOR RETRIEVER,RED,STERLING,15209
IRISH WOLFHOUND,BLACK/BROWN,FRANCO,15216
BEAGLE MIX,WHITE/BLACK/BROWN,KANE,15227
PUG,FAWN,LITTLE GUY,15235
CHINESE CRESTED,OTHER,MAMA,15235
LHASA APSO MIX,WHITE/TAN,MAX,15215
PUG,FAWN,SIG,15235
MIN AUS SHEPHERD,WHITE/BLACK/BROWN,ODESSA,15108
SIB HUSKY,BLACK,BLIZZARD,15147
SIB HUSKY,BLACK,BLIZZARD,15147
GER SHEPHERD MIX,BLACK/BROWN,AFRIKA,15235
TAG,WHITE/BLACK,SKYE,15068
SAMOYED,WHITE,TURBO,15068
POODLE STANDARD,APRICOT,FARLEY,15238
MORKIE,BLACK,TANK,15227
TAG,TAN,GABRIEL,15226
MALTESE,WHITE,MIA,15102
MALTESE,WHITE,CYDNEY,15044
CHIHUAHUA,BLACK,MAX,15239
AM PIT BULL TERRIER,WHITE/BLACK,ZOEY,15135
MIXED,BLACK/BROWN,OPIE,15047
COCKER SPANIEL MIX,WHITE/BROWN,COOPER,15037
TERRIER MIX,WHITE/BROWN,BUSTER,15137
LABRADOR RETRIEVER,BROWN,JERSEY,15135
LABRADOODLE,WHITE,ROSIE,15236
LABRADOODLE,WHITE/BLACK,PEARL,15236
SHIH TZU,WHITE/BLACK,LEIA,15237
CHIHUAHUA,CHOCOLATE,CICHA,15122
SCHNOODLE,TAN,VALENTINO,15237
DACHSHUND,RED,DEXTER,15108
MIN PINSCHER,BROWN,MADI,15090
ROTTWEILER,BLACK/BROWN,HARLOW,15220
GER SHORTHAIR POINT,BROWN/LIVER,BAILEY,15237
LAB MIX,BROWN/GOLD,BEAR,15241
PEEKAPOO,CREAM,BISCUIT,15090
YORKSHIRE TERRIER,BLACK/TAN,BISKIT,15237
GOLDEN RETRIEVER,BROWN,CHANCE,15146
ENG BULLDOG,BRINDLE,CHEYENNE,15227
MORKIE,WHITE/TAN,CHLOE,15108
GOLDEN RETRIEVER,GOLD,HOLLY BOO,15237
BEAGLE MIX,WHITE/BLACK/BROWN,RASCAL,15236
SHEPHERD MIX,WHITE/FAWN,RYLIE,15108
ENG BULLDOG,FAWN,SOPHIA,15227
GOLDEN RETRIEVER,BLONDE,TUCKER,15146
AM PIT BULL TERRIER,RED,BLANCA,15104
LABRADOODLE,BROWN,BAILEY,15129
GOLDEN RETRIEVER,GOLD,LIZZY,15108
GREYHOUND,BROWN,TEDDY,15223
CAIRN TERRIER,BRINDLE,JOSEPHINE,15238
LABRADOR RETRIEVER,YELLOW,DAISY,15140
TAG,WHITE,SOPHIA,15133
AM PIT BULL TERRIER,WHITE,BELLA,15084
GR SWISS MTN DOG,WHITE/BROWN,ROSIE,15238
YORKSHIRE TERR MIX,BROWN,MAGGIE MAE,15139
YORKSHIRE TERR MIX,BROWN,MAGGIE MAE,15139
BASSET HOUND,WHITE/BROWN,WATSON,15243
BOSTON TERRIER,BLACK,ZEE,15106
CHIHUAHUA,WHITE/BLACK/BROWN,CHLOE,15037
MIXED,WHITE/BLACK,CHASE,15234
MIXED,BLACK,LILY,15101
AM PITT BULL MIX,BLACK,STACHE,15218
LABRADOR RETRIEVER,BLACK,RONA,15106
MIXED,BLACK,ASPEN,15237
YORKSHIRE TERRIER,BLACK/TAN,JACK,15102
AM PIT BULL TERRIER,FAWN,KAYLA,15102
GOLDEN RETRIEVER,BLONDE,LINDA HITECHEW,15044
CHIHUAHUA,BLACK/TAN,LUCY,15216
LABRADOR RETRIEVER,TAN,BUDDY,15241
AIREDALE TERRIER,BLACK/BROWN,WINSTON,15216
ROTTWEILER MIX,BLACK/BROWN,UNIE,15110
BICHON FRISE,WHITE,LOLA,15146
SHIH TZU,WHITE/BLACK,JO-JO,15106
AM PIT BULL TERRIER,WHITE/TAN,MAJOR,15116
DACHSHUND,RED,STORMY,15146
BEAGLE,WHITE/BLACK/BROWN,COPPER,15204
COCKER SPANIEL,WHITE/BLACK,HERSHEY KISSES,15237
DACHSHUND,BROWN,PATRICK,15145
TAG,BROWN,REESE,15101
BEAGLE,WHITE/BLACK/BROWN,ROXY,15136
YORKSHIRE TERRIER,GREY,LITTLE MAN,15137
GER SHEPHERD,BLACK/BROWN,BRUAN HILDA,15209
VIZSLA,RED,LILEE,15209
MIXED,WHITE/BLACK,OAKLEY,15221
YORKSHIRE TERRIER,BLACK/BROWN,KING LINK,15227
AM PIT BULL TERRIER,WHITE/BLACK,KELANI,15068
ENG BULLDOG,WHITE,SAWYER,15037
BOXER,BRINDLE,BANDANGO,15037
BISHON FRISE MIX,BROWN,HOPE,15235
MIXED,BLONDE,PENNY,15025
LAB MIX,YELLOW,PUPPY,15065
BOXER,WHITE/BLACK,BOSS,15205
BORDER TERRIER,WHITE/BROWN,SEDONA,15106
SAMOYED,WHITE,ALLIE,15238
AM BULLDOG,SPOTTED,LOLA,15112
SCHNAUZER MIN,SALT/PEPPER,BENTON,15214
DACHSHUND MIX,BLACK,CHEWIE MARSO,15017
ROTTWEILER,BLACK/GOLD,COSBY,15120
CHIHUAHUA,GREY,GRACIE,15241
CHIHUAHUA,FAWN,MATEO,15241
DACHSHUND,WHITE/TAN,MILO,15049
DALMATION MIX,WHITE/BRINDLE,ZUKO,15120
BEAGLE,TRI-COLOR,CASEY,15106
LABRADOODLE,MERLE,KODA,15101
WEIMARANER,GREY,ROMAN,15044
KEESHOND,BLACK/SILVER,ORSO,15202
DOBERMAN MIX,BLACK,RANGER,15129
CHIHUAHUA,SPOTTED,PRUDENCE,15202
CHIHUAHUA,SPOTTED,PRUDENCE,15202
SHETLAND SHEEPDOG,MULTI,EMMA,15102
AIREDALE TERRIER,BLACK/TAN,ABBY,15131
SHIH TZU,BRINDLE,BENJI,15229
CAV KING CHAR SPANI,WHITE/BROWN,BELLA,15147
AM BULLDOG,BRINDLE,LOKI,15084
AM BULLDOG,WHITE,SHADOW,15084
YORKSHIRE TERR MIX,BROWN,JOSIAH,15146
BOSTON TERRIER,WHITE/BLACK,DAISY,15147
GER SHEPHERD,WHITE,QUIGLEY,15668
GOLDEN RETRIEVER,BROWN,ABBY,15065
MIXED,BLACK/BROWN,MIDNIGHT,15136
LAB MIX,BROWN,PENNY,15135
LAB MIX,BLACK/BROWN,SMOKEY,15216
POMERANIAN MIX,BROWN,LEAH,15132
BEAGLE,WHITE/BLACK/BROWN,GAARA,15120
BEAGLE,WHITE/BLACK/BROWN,GAARA,15120
BEAGLE MIX,BROWN,COPPER,15236
MIXED,TAN,MACY,15221
DENMARK FEIST,MULTI,JASMIN,15126
DENMARK FEIST,MULTI,JASMIN,15126
LAB MIX,BLACK,THERESA,15037
POODLE MIX,BLACK,GRADY,15218
CHIHUAHUA,WHITE/TAN,PEDRO,15147
TAG,BLACK,STELLA,15136
YORKSHIRE TERRIER,GOLD,MAC,15243
MIXED,GOLD,MARCIE,15236
BICHON FRISE,WHITE/BROWN,MAX,15102
MIXED,WHITE,NORMAN,15139
TREE WALK COONHOUND,WHITE/BLACK/BROWN,BELLA,15239
MORKIE,WHITE/BLACK/BROWN,COCO,15221
AM BULLDOG,WHITE/BLACK,MAJOR,15102
TAG,GOLD,RANCH,15221
GREAT DANE,MERLE,HARLEI,15108
BASSET HOUND,WHITE/BROWN,GABI,15101
BEAGLE MIX,WHITE/TAN,CHAR LEE,15146
ENG SPRINGER SPANIE,WHITE/BLACK,ARIEL,15110
POMERANIAN,GOLD,GOLDIE,15236
LAB MIX,BLACK,LADY,15145
TERRIER MIX,BLACK,ATARI,15228
PYRENEAN MASTIFF,BLONDE,OLIVER,15229
NORW ELKHOUND,BLACK/SILVER,LILLY,15122
GER SHEPHERD,SPOTTED,SAGE,15238
BOXER,FAWN,BAILEY,15136
MASTIFF,FAWN,CHUCK,15235
GOLDENDOODLE,BROWN/GOLD,HANS,15146
MIXED,BRINDLE,HERCULES,15235
LABRADOR RETRIEVER,BLACK,MYAH,15102
TAG,BLACK,ONYX,15235
SHIH TZU MIX,CREAM,PIPER,15101
GOLDEN RETRIEV MIX,GOLD,TUG,15120
SHIH TZU,WHITE/BLACK,CHUCKY,15132
JACK RUSSEL TERRIER,WHITE,COSMO,15229
GOLDEN RETRIEVER,GOLD,BAILEY,15241
DOBERMAN PINSCHER,BLACK/BROWN,BROCCOLI,15232
MIXED,WHITE/BLACK/BROWN,BUDDY,15133
GER SHEPHERD,BLACK/TAN,BEAU,15090
GOLDEN RETRIEVER,GOLD,HENRY,15102
LAB MIX,TAN,MAYA,15090
GER SHEPHERD MIX,BLACK,NYA,15046
SFT COAT WHEAT TERR,BRINDLE,OSCAR,15129
PUGGLE,BLACK/BROWN,ROCKY,15215
BOXER,FAWN,ZIVA,15237
BISHON FRISE MIX,WHITE/BLACK/BROWN,ZUZU,15227
LABRADOR RETRIEVER,BROWN,BAILEY,15236
DACHSHUND,BLACK/TAN,EVIE,15235
SHIH TZU,BROWN,MACIE MONTGOMERY,15221
TAG,BLACK,OLLIE,15236
TAG,RED,MOLLY,15220
SHIH TZU,WHITE/BLACK,BRUTUS,15220
LAB MIX,BROWN,KINGSTON,15234
SHETLAND SHEEPDOG,TRI-COLOR,RUBY TUESDAY,15025
GOLDEN RETRIEVER,GOLD,SADIE,15090
BORD COLLIE,WHITE/BLACK,DAISY,15035
BORD COLLIE,WHITE/BLACK,DAISY,15035
AM PIT BULL TERRIER,WHITE/BLACK,CAPONE,15218
GER SHEPHERD,BLACK/BROWN,ZIVA,15132
GER SHEPHERD,BLACK/BROWN,ZIVA,15132
LABRADOODLE,WHITE,TOBY,15143
LABRADOODLE,WHITE,TOBY,15143
AM PIT BULL TERRIER,WHITE/BROWN,HURLEY,15235
AM PIT BULL TERRIER,BROWN,ABBY,15235
GOLDENDOODLE,RED,BAILEY,15146
AUS CATTLE DOG,BLACK/BROWN,HULK,15063
AUS CATTLE DOG,BLACK/BROWN,HULK,15063
SHEPHERD MIX,BLACK/BROWN,KEVA,15239
POMERANIAN MIX,BROWN,ROCKO,15063
POMERANIAN MIX,BROWN,ROCKO,15063
LABRADOR RETRIEVER,BROWN,WALTER,15126
AM PIT BULL TERRIER,WHITE/BLACK,RILLIEX,15236
SHETLAND SHEEPDOG,MULTI,HOLLY,15046
GOLDENDOODLE,BLACK,CLAY,15084
SIB HUSKY MIX,FAWN,LUPI,15044
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,LEMMY,15108
GOLDENDOODLE,BROWN,DUBLIN,15236
CHIHUAHUA,WHITE/BROWN,GIZNO DUCK,15202
GER SHEPHERD MIX,BLACK/BROWN,SCOOBY,15129
GER SHEPHERD MIX,BLACK/BROWN,SCOOBY,15129
TAG,BROWN,CHUNK,15101
TAG,BLACK,ANNIE,15101
GER SHEPHERD,BLACK,TRIXIE,15241
AM PIT BULL TERRIER,WHITE/TAN,PRINCE,15045
YORKSHIRE TERRIER,BROWN,SAMMY,15065
POMERANIAN,BLACK,CUDA,15037
GOLDEN RETRIEVER,GOLD,"WEBER 'ROSA""",15215
COTON DE TULEAR,SPOTTED,EGAN,15005
GREYHOUND,BLACK,JOCELYN,15225
COLLIE MIX,BLACK/BROWN,CHARLEY,15205
TREE WALK COONHOUND,WHITE/BLACK/BROWN,PIPER,15237
AM PIT BULL TERRIER,BLACK WITH WHITE,HUEY,15147
CHINESE SHAR-PEI,BROWN,GOTTI,15025
CHINESE SHAR-PEI,BROWN,BELLA,15025
BICHON FRISE,WHITE/TAN,LOLA,15209
TAG,WHITE/BLACK,ZOEY,15235
PAPILLON,SABLE/WHITE,NESSELRODE,15238
MIXED,WHITE/TAN,GRACIE,15104
BORD COLLIE,BLACK,CHARLEE,15106
COCKER SPANIEL,BROWN,CHER LEE,15071
COCKER SPANIEL,BROWN,CHER LEE,15071
TAG,FAWN,KOBI,15235
AM PIT BULL TERRIER,CHOCOLATE,BRODY,15137
ROTTWEILER MIX,BLACK/BROWN,BRUTUS,15147
AM PIT BULL TERRIER,WHITE/TAN,CHLOE,15137
POMERANIAN MIX,RED,FOXY,15215
POMERANIAN MIX,RED,FOXY,15215
GREAT DANE,MERLE,JAX,15211
AUS SHEPHERD,MULTI,LOLA,15239
LAB MIX,BLONDE,PENELOPE,15147
TAG,WHITE/BROWN,SHADY,15211
TERRIER MIX,BROWN,SOPHIE,15139
AUS SHEPHERD,BLACK/BROWN,STELLA,15025
GER SHEPHERD,BLACK/BROWN,REX,15143
DACHSHUND MIX,BLACK/BROWN,PEANUT,15120
AM PIT BULL TERRIER,WHITE/BROWN,RAMBO,15229
MIXED,BROWN/TAN,BUCKEYE,15120
ENG COONHOUND,RED,BRANDI,15229
MIXED,CHOCOLATE,BRICK,15214
GOLDENDOODLE,WHITE,MILIS,15090
BOXER,BRINDLE,JOSIE,15234
TERRIER MIX,BROWN,SCRAPPY,15235
POMERANIAN MIX,WHITE/TAN,MAXINE,15120
POMERANIAN MIX,WHITE/TAN,GINGER,15120
POMERANIAN MIX,WHITE/BLACK/BROWN,MOCHA,15120
BORDER TERRIER,WHITE/BLACK,TOOTSIE,15068
AUS CATTLE DOG,WHITE/BLACK,LENNY,15233
BASSET HOUND MIX,BLACK/BROWN,SNICKERS,15234
SHIH TZU,WHITE/BLACK,BEEFY,15234
PORTUGESE WATER DOG,BLACK,ONYX,15235
GER SHEPHERD MIX,BLACK,BEAR,15122
HOUND MIX,BLACK/BROWN,HAZARD,15035
BICHON FRISE,WHITE,TUCKER,15044
POODLE STANDARD,BRINDLE,BRIAR,15136
LABRADOR RETRIEVER,BROWN,AZALEA,15122
DACHSHUND,BLACK/BROWN,DEXTER,15223
BEAGLE MIX,WHITE/BROWN,DIESEL,15126
POMERANIAN,RED,FOXY,15120
POMERANIAN,RED,FOXY,15120
COCKAPOO,TAN,JAX,15132
AM BULLDOG,BLACK,MAYA,15243
GER SHEPHERD,BLACK/TAN,KANE,15228
GER SHEPHERD,BLACK/BROWN,CISCO,15112
COCKAPOO,WHITE/BLACK/BROWN,J'EM LEEA,15122
GER SHEPHERD MIX,BLACK,HUNTER,15102
CHIHUAHUA MIX,BROWN,CHESTY PULLER,15145
CHIHUAHUA MIX,BROWN,CHESTY PULLER,15145
BEAGLE MIX,WHITE/BLACK/BROWN,GERONIMO,15145
GOLDEN RETRIEVER,GOLD,ELLIE,15237
DACHSHUND,TAN,DUSTY ROSE,15234
GER SHEPHERD,WHITE/BLACK/BROWN,LACEY,15205
LABRADOODLE,WHITE/BLACK,AVA,15108
COLLIE MIX,WHITE/BLACK,OSCAR,15031
COLLIE MIX,WHITE/BLACK/BROWN,BAYLEE,15031
AM PITT BULL MIX,SPOTTED,ORZO,15205
GREYHOUND,BRINDLE,ANGEL,15129
GREYHOUND,RED,BOB,15129
LABRADOR RETRIEVER,BLACK,ONYX,15229
LAB MIX,WHITE/TAN,JUNO,15229
LAB MIX,WHITE/TAN,BABY,15229
SHIH TZU,SPOTTED,CHANCE,15136
CHIHUAHUA,BLACK,SOPHIE,15135
POODLE TOY,APRICOT,COPPER,15237
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,LUNA,15143
MIN PINSCHER,BROWN,BRANDY,15104
AM PIT BULL TERRIER,OTHER,NIKKO,15147
AM PITT BULL MIX,SPOTTED,HARLEY GENE,15025
YORKSHIRE TERRIER,BROWN,VINNY,15045
MIXED,BROWN,SNICKER,15221
SHIH TZU MIX,WHITE/BLACK,GIZMO OREO,15101
LABRADOR RETRIEVER,SILVER,LUNA,15065
ROTTWEILER,BRINDLE,MAJOR,15084
MIXED,BLACK,BUDDY,15243
MIXED,WHITE,ZOEY,15090
SHIBA INU,RED/BROWN,KO-TAH,15235
GOLDENDOODLE,WHITE,SIMON,15044
CAV KING CHAR SPANI,TRI-COLOR,REBA,15237
GER SHEPHERD,BLACK/BROWN,NENA JADE,15205
LABRADOODLE,YELLOW,TEDDY,15236
COLLIE MIX,WHITE/BLACK,LOKI,15102
CHIHUAHUA MIX,BLACK,KIRBY,15024
CHIHUAHUA MIX,BLACK,KIRBY,15024
BOXER,BRINDLE,ROSE,15229
BOXER,BRINDLE,ROSE,15229
BOXER,BROWN,BELLA,15229
BOXER,BROWN,BELLA,15229
AM PIT BULL TERRIER,WHITE/FAWN,PUPPER,15120
DACHSHUND,WHITE/BLACK/BROWN,MIA,15212
LABRADOR RETRIEVER,BLACK,GIGI,15146
SCHNAUZER MIN,BLACK/SILVER,ABBY,15025
MIXED,BLACK,COOPER,15236
GOLDEN RETRIEVER,BLONDE,LOLA,15237
WHIPPET,WHITE/BLACK,MYNEE,15112
GER SHEPHERD,WHITE,BRUCE,15214
MIXED,WHITE/BLACK/BROWN,REMINGTON,15132
TERRIER MIX,BROWN,NOVA,15101
LAB MIX,BLACK,ZEPPELIN,15024
GER SHEPHERD MIX,BLACK,XENA,15024
AM PITT BULL MIX,YELLOW,PEANUT BUTTER,15031
LABRADOR RETRIEVER,YELLOW,CALVIN,15147
LABRADOR RETRIEVER,YELLOW,CALVIN,15147
NEAPOLITAN MASTIFF,FAWN,PENELOPE,15145
NEAPOLITAN MASTIFF,FAWN,PENELOPE,15145
GER SHEPHERD,BLACK/BROWN,LUCCA,15642
SHETLAND SHEEPDOG,WHITE/BROWN,DAKOTA,15220
BEAGLE,WHITE/BLACK/BROWN,BUDDY THE BEAGLE OF,15227
TERRIER MIX,WHITE/TAN,HAPPY,15071
GER SHEPHERD,SABLE,ISAAC,15084
DACHSHUND,MULTI,LILLY,15018
BICHON FRISE,WHITE,SPARKY,15071
JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,BELLA,15205
POODLE MIN,CHOCOLATE,SEBASTIAN,15017
BEAGLE,WHITE/BLACK/BROWN,AUGIE,16046
BEAGLE,WHITE/BLACK/BROWN,AUGIE,16046
YORKSHIRE TERRIER,BLACK/BROWN,BABY OLAF,15216
TAG,WHITE/BROWN,BETSY,15143
AM PITT BULL MIX,WHITE/TAN,CHARLIE,15122
GOLDEN RETRIEVER,GOLD,ZOEY,15227
LABRADOR RETRIEVER,YELLOW,CHLOE,15136
LABRADOR RETRIEVER,BLACK,PACKER,15228
SHIH TZU,WHITE,THUMPER,15146
MIXED,WHITE/BLACK,TITUS,15214
MIXED,WHITE/BROWN,GINGER,15214
MIXED,WHITE/BLACK/BROWN,RUBY,15214
LABRADOR RETRIEVER,BROWN,BAYLEE,15106
LABRADOR RETRIEVER,BLACK,BELLA,15106
GREAT PYRENEES,WHITE,JAIMIE,15101
POODLE MIX,WHITE,BRODEE,15243
GOLDENDOODLE,BLONDE,BELLA,15147
DACHSHUND,BROWN,MAGGIE,15237
AM PIT BULL TERRIER,BRINDLE,DEXTER,15104
GER SHEPHERD MIX,BROWN/TAN,MAVERICK,15108
AM PITT BULL MIX,BRINDLE,MAX,15221
BOXER MIX,BRINDLE,MILEY,15108
BERGAMASCO,BLACK,RAMSEY,15216
BEAGLE,WHITE/BLACK/BROWN,RUBY,15236
BOXER,FAWN,TOWNES,15132
CHIHUAHUA MIX,BROWN,VITO,15236
IRISH WOLFHOUND,SILVER,ROUX,15218
GREAT DANE,BLUE,TUT,15227
MIXED,TAN,CASSIE,15218
SHIH TZU,BROWN,MOCHA,15108
MIXED,BLACK/BROWN,NEIL,15237
DOBERMAN PINSCHER,BLACK,KUBA,15137
PUG,BROWN,SIDNEY,15136
LAB MIX,BLACK,RICKY,15090
AM PIT BULL TERRIER,WHITE,KIA,15132
AM PIT BULL TERRIER,WHITE/GREY,MAMA,15132
BORD COLLIE MIX,TRI-COLOR,HATTIE,15143
BEAGLE MIX,WHITE/TAN,BENNY,15235
AM PITT BULL MIX,BLACK,BRIGGS,15014
GER SHORTHAIR POINT,WHITE/BLACK,HANK,15229
GOLDEN RETRIEVER,TAN,SPENCER,15239
BICHON FRISE,WHITE/TAN,BELLA,15110
AM PIT BULL TERRIER,BRINDLE,MOLLY,15108
MIXED,TAN,LUNA,15044
POODLE MIX,APRICOT,GIGGLES,15237
BEAGLE MIX,BLACK/BROWN,LOVIE,15044
TAG,WHITE/BROWN,ELLA,15065
AM PIT BULL TERRIER,BROWN,LADY,15221
TAG,WHITE,SNOWFLAKE,15044
GER SHEPHERD,BLACK/BROWN,MISTY,15065
GER SHEPHERD,BLACK/BROWN,MISTY,15065
LAB MIX,WHITE/BROWN,DAX GING,15071
LAB MIX,BLACK/BROWN,ASHER,15131
LAB MIX,BLACK,BOOZY,15216
LAB MIX,BLACK,JENNY,15237
FRENCH BULLDOG,BRINDLE,LORETTA,15228
TAG,WHITE/TAN,SASHA,15101
LABRADOR RETRIEVER,CREAM,BAUER,15084
ROTTWEILER,BLACK/BROWN/TAN,BULLY,15137
BOXER,FAWN,PRIMROSE,15068
SCHNAUZER MIN,WHITE/BLACK,HERSHEL,15090
GOLDENDOODLE,BROWN/BLONDE,NICO,15071
SIB HUSKY MIX,GREY,PERSIE,15090
SIB HUSKY MIX,TAN,ROONEY,15090
LABRADOR RETRIEVER,GREY,VINNY,15065
HOUND MIX,BLACK,WINSTON,15228
AM BULLDOG,BROWN,JONSEY,15143
MALTESE,WHITE,KATIE,15143
CHIHUAHUA,WHITE/BROWN,CHICO,15065
AM PITT BULL MIX,BROWN,COPPER,15046
BEAGLE MIX,WHITE/BLACK/BROWN,SMOKEY,15046
GREAT PYRENEES,BROWN,LUCAS,15234
LABRADOR RETRIEVER,BLACK,MILO,15236
AM PIT BULL TERRIER,WHITE/BROWN,DIESEL,15120
SHIH TZU,WHITE,RUBY,15084
LABRADOR RETRIEVER,BLACK,MACK,15139
AUS SHEPHERD,WHITE/BROWN,SUNSHINE,15239
LAB MIX,YELLOW,LACEY,15237
TERRIER MIX,WHITE/BLACK/GREY,BAILEY,15227
BOXER,BRINDLE,BEAU,15037
BOXER,BRINDLE,BEAU,15037
BOXER,BRINDLE,BEAU,15037
GOLDENDOODLE,BLONDE,BRANDY,15122
CATAHOULA LEOPARD D,BROWN/TAN/BRINDLE,CAMO LEE,15084
HAVANESE,BLACK/BROWN,CANNOLI,15090
TAG,BLACK/TAN,CHOMP,15205
LAB MIX,WHITE/TAN,EZRA,15044
SIB HUSKY,WHITE/BLACK/GREY,ISIS WOLOSIK,15116
LAB MIX,BLACK/BROWN/TAN,MIXED,15235
CAV KING CHAR SPANI,BLACK/TAN,PIPER,15071
BOXER,FAWN,RUFUS,15227
DOBERMAN PINSCHER,BLACK,TANK,15237
PUGGLE,TAN,ARCHIE,15101
BOXER,BLACK/BROWN,BENSON,15243
AM PIT BULL TERRIER,FAWN,HARRY,15101
TAG,BLACK,JACK,15105
AM PIT BULL TERRIER,BROWN,PEANUT,15143
GER SHEPHERD,BLACK/BROWN,RAMBO,15332
BOXER,BROWN,TYSON,15105
BOYKIN SPANIEL,RED,MISSY,15136
MIXED,TRI-COLOR,GYPSY,15136
BEAGLE,TRI-COLOR,SUMMER,15136
BEAGLE,RED,RED,15136
MIXED,SPOTTED,REMI,15133
AM PIT BULL TERRIER,BROWN,NEEKO,15131
AUS SHEPHERD,TRI-COLOR,STELLA,15065
CHIHUAHUA MIX,BLACK,RITA,15065
SHIH TZU MIX,WHITE/BLACK/BROWN,PENNY LANE,15136
BOXER,BRINDLE,TOBY,15147
MIXED,BLACK/GREY,PITA,15235
MIXED,WHITE/RED,KC,15234
COCKER SPANIEL,TAN,CHARLIE,15057
AUS SHEPHERD,SPOTTED,LADY,15205
MIXED,BLACK/BROWN,IZZY,15146
MIXED,BLACK,MAX,15037
GER SHEPHERD,BLACK/TAN,YODA,15235
GER SHEPHERD,BLACK/TAN,YODA,15235
GER SHEPHERD,BLACK/TAN,YODA,15235
GER SHEPHERD,BLACK/TAN,YODA,15235
GER SHEPHERD,BLACK/TAN,YODA,15235
GER SHEPHERD,BLACK/TAN,YODA,15235
BICHON FRISE,WHITE,CARLO,15084
CHIHUAHUA,BLACK,SWEETIE PIE,15221
LAB MIX,TAN,LUCKY,15137
CHIHUAHUA,WHITE/BROWN,LOLA,15239
GER SHEPHERD MIX,WHITE/BLACK/BROWN,CASEY,15238
TERRIER,SPOTTED,BUDDY,15084
LABRADOR RETRIEVER,YELLOW,DOC,15108
LAB MIX,BLACK/BROWN,REESE,15144
MIXED,WHITE,BELLE,15205
TAG,WHITE,BAILEY,15241
GER SHEPHERD,BLACK/TAN,NYO,15241
BEAGLE MIX,TAN,MOLLY,15122
CHIHUAHUA MIX,WHITE,NYLA,15205
CHIHUAHUA MIX,BROWN,THUNDER,15205
MIXED,WHITE,OONA,15221
MORKIE,BLACK/GOLD,BENJI,15229
AM PIT BULL TERRIER,BRINDLE,BRICKS,15132
SHIH TZU MIX,BLACK,SADIE,15237
AM PIT BULL TERRIER,WHITE/GREY,DIESEL,15210
AM PIT BULL TERRIER,WHITE/TAN,MIA,15227
AM PIT BULL TERRIER,WHITE/TAN,MIA,15227
BERNESE MTN DOG,TRI-COLOR,LEXIE,15102
LABRADOR RETRIEVER,BLACK,DAKOTA BLU WOLFE,15139
GER SHEPHERD,BLACK/TAN,LAYLA,15136
LAB MIX,BLACK,BOND,15120
LAB MIX,TAN,FRENCH FRY,15120
TAG,BLACK/TAN,LUKA,15014
LHASA APSO,BLACK WITH WHITE,MYA,15132
NORW ELKHOUND,BLACK/GREY,NIKITA,15120
CHINESE SHAR-PEI,BROWN,SLUGGER,15132
YORKSHIRE TERR MIX,BLACK/BROWN,JACK,15209
LABRADOR RETRIEVER,BROWN,COLT GUNNER FERRANTE,15037
POODLE TOY,BLACK,DOLCE,15132
TAG,GOLD,ELLA,15135
LAB MIX,BRINDLE,JAX,15135
ENG SPRINGER SPANIE,WHITE/BLACK,MAX,15218
TAG,BLACK,MINDY,15218
SHIH TZU,WHITE/BROWN,MOOSE,15237
TAG,BLACK WITH WHITE,SHELDON,15106
COCKER SPANIEL,TAN,TOBY,15227
DOBERMAN PINSCHER,BLACK,MORGAN,15221
GOLDEN RETRIEVER,RED,ISABELLA,15102
LAB MIX,BLACK,FINNIGAN,15102
SHIH TZU,SPOTTED,BRIDGET,15236
GOLDEN RETRIEVER,BROWN,MAZ,15236
GOLDENDOODLE,BROWN,MARLEY,15065
TERRIER MIX,WHITE/GREY,JACK,15102
.,BROWN,ZIGGY,15235
LABRADOR RETRIEVER,YELLOW,BENTLEY,15108
LABRADOR RETRIEVER,YELLOW,BENTLEY,15108
GOLDENDOODLE,RED,ERNIE,15044
GOLDEN RETRIEVER,WHITE/TAN,LUKE,15122
GOLDEN RETRIEVER,WHITE/TAN,LUKE,15122
LAB MIX,BLACK,DOLLY,15101
PUG,BLACK,ETHEL,15221
RAT TERRIER,WHITE/BLACK,REILLY,15227
GOLDEN RETRIEVER,CREAM,BALOO MYERBURG,15238
AUS SHEPHERD,WHITE/TAN,GYPSY,15228
CHIHUAHUA,SPOTTED,BELLA,15136
CHIHUAHUA MIX,BLACK,BABY,15136
CHIHUAHUA MIX,BLACK,BABY,15136
YORKSHIRE TERRIER,BROWN,HARLEY,15136
BEAGLE MIX,SPOTTED,COOPER,15101
BOXER,BRINDLE,LEYNA WETZEL,15227
AM PITT BULL MIX,TAN,ANNABLE,15106
GER SHEPHERD,BLACK/BROWN,MAYA,15065
TERRIER,WHITE,MURPHY,15025
